Age,BusinessTravel,Department,DistanceFromHome,EducationField,Gender,JobRole,JobLevel,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
45,Travel_Rarely,Sales,22,Human Resources,Female,Sales Executive,4,16243,5,Yes,14,3,22,5,1,1,2,4,15,3,2,8,No
59,Travel_Rarely,Research & Development,17,Life Sciences,Female,Healthcare Representative,4,12188,4,No,23,3,27,3,1,1,4,3,0,0,0,1,No
37,Travel_Rarely,Sales,25,Life Sciences,Female,Sales Representative,3,18457,3,No,14,0,13,1,3,3,2,4,1,1,1,1,No
45,Travel_Rarely,Sales,4,Human Resources,Female,Sales Executive,1,4175,0,No,22,3,10,6,4,2,2,3,10,1,4,2,No
32,Travel_Rarely,Research & Development,5,Technical Degree,Male,Research Scientist,1,15547,2,No,15,0,14,2,4,4,3,4,14,8,4,12,No
45,Travel_Rarely,Research & Development,23,Medical,Male,Laboratory Technician,5,18167,5,Yes,18,0,27,2,1,1,4,4,27,4,12,22,Yes
37,Travel_Rarely,Research & Development,30,Marketing,Male,Healthcare Representative,3,6034,3,No,17,2,18,5,1,4,4,2,13,13,11,12,Yes
50,Travel_Rarely,Research & Development,10,Other,Male,Manufacturing Director,3,8128,5,No,23,2,5,0,3,2,4,3,5,2,4,2,Yes
39,Travel_Rarely,Sales,7,Technical Degree,Female,Manager,5,6985,7,No,21,0,14,3,2,2,4,1,7,3,1,3,Yes
31,Travel_Rarely,Sales,23,Life Sciences,Female,Sales Executive,1,13987,4,Yes,16,1,4,3,2,4,2,1,4,2,3,4,Yes
30,Travel_Rarely,Research & Development,28,Other,Male,Research Scientist,4,3571,7,No,18,2,8,0,2,3,4,3,2,1,0,0,No
37,Travel_Frequently,Research & Development,7,Other,Male,Healthcare Representative,5,19823,3,No,18,0,17,5,3,3,3,4,17,7,1,3,No
50,Travel_Rarely,Research & Development,10,Human Resources,Male,Healthcare Representative,1,4396,4,No,24,3,22,2,4,3,4,4,22,7,4,1,No
59,Travel_Rarely,Sales,27,Technical Degree,Male,Manager,2,9075,3,No,20,0,9,0,2,3,4,3,5,0,1,3,No
31,Travel_Rarely,Sales,4,Medical,Male,Sales Executive,1,7174,0,No,12,3,13,3,1,2,4,2,13,1,2,0,Yes
53,Travel_Rarely,Sales,27,Life Sciences,Female,Sales Executive,2,5139,8,No,15,2,15,5,4,4,1,1,12,9,0,8,No
51,Travel_Rarely,Sales,28,Other,Male,Sales Executive,1,15791,3,No,22,0,29,6,2,2,4,3,2,0,1,0,No
38,Travel_Rarely,Research & Development,29,Other,Female,Healthcare Representative,3,3040,1,No,12,0,20,3,4,4,3,1,20,9,10,2,No
35,Travel_Rarely,Sales,25,Human Resources,Male,Sales Representative,5,11210,3,Yes,17,3,17,1,3,4,3,1,17,17,12,4,No
57,Travel_Rarely,Research & Development,18,Other,Male,Healthcare Representative,5,10070,7,No,23,0,23,0,4,4,3,1,5,4,4,3,No
50,Travel_Frequently,Research & Development,3,Marketing,Female,Laboratory Technician,4,3129,0,No,15,0,13,6,1,4,3,2,13,2,2,1,Yes
44,Travel_Frequently,Sales,23,Technical Degree,Female,Sales Representative,5,11928,2,No,23,0,3,4,4,1,2,4,2,1,1,0,Yes
58,Travel_Rarely,Research & Development,11,Life Sciences,Female,Manufacturing Director,3,18047,2,Yes,12,2,18,2,2,3,4,2,3,0,1,2,No
53,Non-Travel,Research & Development,23,Life Sciences,Male,Healthcare Representative,2,2401,5,No,17,2,3,3,2,2,2,3,0,0,1,0,No
51,Non-Travel,Research & Development,16,Human Resources,Male,Laboratory Technician,3,5315,7,No,14,0,33,3,3,3,1,1,33,24,1,23,No
25,Travel_Rarely,Research & Development,20,Life Sciences,Male,Manufacturing Director,2,2433,6,No,12,0,5,1,1,1,4,1,0,0,1,0,Yes
23,Non-Travel,Research & Development,29,Life Sciences,Female,Manufacturing Director,3,10802,3,No,23,1,4,4,1,3,4,1,4,3,3,4,No
34,Travel_Rarely,Research & Development,14,Human Resources,Male,Healthcare Representative,2,6186,4,No,23,0,14,6,3,2,1,3,14,0,7,4,No
30,Non-Travel,Research & Development,29,Other,Female,Healthcare Representative,3,17744,8,No,23,1,5,6,2,4,2,2,3,3,0,0,No
38,Travel_Rarely,Research & Development,29,Medical,Female,Laboratory Technician,3,10636,3,No,17,2,20,1,4,4,1,2,20,10,7,10,No
49,Travel_Rarely,Research & Development,3,Medical,Male,Research Scientist,5,13948,0,No,19,2,20,0,3,4,1,4,18,15,10,9,No
59,Travel_Rarely,Sales,20,Marketing,Female,Manager,4,5504,6,Yes,11,1,10,5,1,1,1,4,0,1,1,1,No
41,Travel_Rarely,Sales,6,Human Resources,Female,Sales Executive,1,6831,2,No,24,3,22,0,2,1,1,1,11,5,1,1,No
32,Travel_Frequently,Research & Development,10,Life Sciences,Female,Laboratory Technician,2,16754,7,No,20,0,14,2,4,3,3,3,14,10,0,0,Yes
25,Travel_Rarely,Sales,23,Marketing,Female,Sales Executive,1,9060,3,No,17,0,4,0,2,3,1,3,0,1,0,0,No
42,Travel_Rarely,Human Resources,30,Medical,Male,Manager,4,10383,1,No,11,0,14,3,3,2,1,3,14,10,12,0,No
48,Travel_Rarely,Research & Development,9,Medical,Female,Manufacturing Director,2,18046,3,No,21,1,20,6,1,1,3,4,20,9,14,18,Yes
44,Travel_Rarely,Sales,11,Other,Female,Sales Executive,1,7550,7,Yes,14,3,13,2,4,4,2,4,13,6,6,2,No
50,Travel_Rarely,Research & Development,10,Life Sciences,Male,Research Scientist,4,9652,0,Yes,16,1,5,5,2,1,4,2,5,4,1,2,Yes
30,Travel_Rarely,Research & Development,20,Other,Female,Healthcare Representative,3,6859,8,Yes,23,3,12,6,4,4,2,4,12,1,3,2,No
58,Travel_Rarely,Research & Development,22,Life Sciences,Male,Healthcare Representative,3,16132,5,No,19,1,10,2,1,4,4,2,10,7,3,0,No
29,Travel_Rarely,Sales,6,Medical,Male,Manager,5,2600,2,No,12,2,8,6,3,1,1,2,0,1,0,0,Yes
57,Travel_Frequently,Sales,18,Marketing,Female,Manager,4,13289,2,Yes,22,0,24,4,4,1,1,2,0,0,1,1,Yes
51,Travel_Rarely,Sales,17,Medical,Female,Sales Representative,3,7465,0,No,21,0,32,1,1,2,2,4,5,5,4,3,No
24,Travel_Rarely,Research & Development,2,Technical Degree,Female,Laboratory Technician,2,7495,8,Yes,22,0,1,3,2,3,3,2,1,0,0,0,Yes
21,Travel_Rarely,Sales,5,Medical,Male,Sales Executive,3,6699,3,No,11,1,0,3,3,1,3,2,0,0,0,1,No
33,Non-Travel,Research & Development,15,Life Sciences,Male,Laboratory Technician,1,17372,0,No,21,1,2,3,3,1,1,2,0,1,1,1,No
59,Travel_Rarely,Research & Development,27,Marketing,Male,Healthcare Representative,4,10524,2,No,13,0,12,0,1,2,4,1,0,1,1,0,No
44,Non-Travel,Research & Development,8,Life Sciences,Female,Manufacturing Director,3,14955,0,No,15,2,24,6,4,4,3,4,3,2,0,0,No
48,Travel_Rarely,Research & Development,1,Medical,Female,Laboratory Technician,2,13665,2,Yes,17,1,13,6,2,3,1,2,3,0,3,2,Yes
37,Travel_Frequently,Human Resources,4,Other,Male,Manager,5,7357,1,No,22,3,4,5,3,2,2,3,1,1,1,0,No
57,Travel_Rarely,Sales,15,Marketing,Male,Sales Representative,5,11631,3,Yes,14,1,16,1,3,2,1,2,8,3,2,1,No
44,Travel_Frequently,Research & Development,12,Technical Degree,Female,Healthcare Representative,3,11151,7,No,17,2,23,6,1,4,3,3,13,3,11,5,No
48,Travel_Rarely,Human Resources,14,Life Sciences,Male,Manager,3,4483,5,No,11,0,18,2,4,3,3,4,3,0,3,2,No
46,Non-Travel,Research & Development,6,Life Sciences,Female,Manufacturing Director,2,17036,3,No,16,0,8,1,4,3,4,4,6,0,2,6,No
37,Travel_Rarely,Research & Development,25,Other,Male,Healthcare Representative,5,12263,6,No,14,3,7,0,2,2,1,4,7,0,1,1,Yes
54,Travel_Rarely,Research & Development,3,Marketing,Male,Laboratory Technician,3,17035,4,No,22,1,27,4,1,2,4,1,12,4,5,4,No
52,Travel_Rarely,Sales,8,Medical,Female,Sales Representative,3,7236,6,No,14,1,29,0,1,2,1,4,0,1,1,0,No
23,Travel_Rarely,Sales,1,Other,Male,Sales Executive,1,4460,2,No,18,1,5,1,2,3,1,4,5,2,4,1,No
33,Travel_Rarely,Research & Development,17,Technical Degree,Male,Research Scientist,2,15441,1,Yes,14,3,11,2,2,3,2,1,0,1,0,0,No
22,Travel_Frequently,Sales,20,Other,Male,Sales Executive,2,14639,2,Yes,13,3,4,5,2,4,2,3,4,4,1,4,Yes
21,Travel_Rarely,Research & Development,14,Life Sciences,Female,Healthcare Representative,1,9826,0,No,19,3,2,4,3,2,2,2,2,1,0,2,No
28,Travel_Rarely,Research & Development,16,Marketing,Male,Laboratory Technician,1,2863,7,No,21,3,10,4,4,2,3,1,10,6,1,7,Yes
49,Travel_Rarely,Research & Development,30,Life Sciences,Female,Manufacturing Director,2,7688,5,Yes,19,1,11,1,2,2,3,2,9,6,2,0,Yes
60,Travel_Rarely,Research & Development,28,Other,Male,Research Scientist,3,18088,6,No,21,3,34,0,1,3,2,4,34,0,7,31,No
35,Travel_Rarely,Sales,8,Other,Male,Manager,3,4750,6,No,14,3,13,3,3,1,1,2,13,5,0,11,No
51,Travel_Rarely,Research & Development,14,Life Sciences,Female,Manufacturing Director,4,5233,4,No,11,0,24,4,2,1,2,1,0,1,1,1,No
43,Travel_Rarely,Research & Development,14,Life Sciences,Female,Research Scientist,2,7928,1,Yes,13,2,11,1,2,1,2,1,11,11,4,6,No
60,Travel_Rarely,Sales,3,Technical Degree,Male,Sales Executive,5,9465,2,No,13,3,41,3,4,4,1,1,3,3,3,2,No
54,Non-Travel,Sales,21,Other,Female,Sales Executive,1,9215,1,No,21,3,21,2,3,4,2,2,5,0,5,4,No
58,Travel_Frequently,Sales,19,Marketing,Female,Sales Representative,3,6366,4,Yes,20,3,18,3,2,1,1,1,7,0,2,0,Yes
56,Travel_Rarely,Research & Development,19,Life Sciences,Female,Laboratory Technician,4,17074,5,No,17,0,16,6,4,4,3,4,4,0,2,0,No
43,Travel_Rarely,Research & Development,20,Life Sciences,Male,Manufacturing Director,2,16379,6,Yes,14,2,6,0,1,2,3,4,2,2,1,1,Yes
32,Travel_Rarely,Sales,10,Marketing,Female,Manager,5,16377,8,Yes,24,2,9,3,4,2,3,4,3,2,1,3,Yes
36,Travel_Frequently,Sales,26,Human Resources,Male,Sales Representative,5,10834,3,No,23,1,8,2,3,3,4,2,2,1,1,0,Yes
38,Travel_Rarely,Research & Development,17,Technical Degree,Male,Manufacturing Director,1,13154,3,Yes,13,0,14,6,2,2,4,2,14,2,0,0,Yes
28,Travel_Rarely,Sales,7,Technical Degree,Female,Sales Representative,4,13794,2,No,24,1,10,1,3,4,1,3,10,0,8,4,No
48,Travel_Frequently,Research & Development,27,Marketing,Male,Laboratory Technician,1,4189,3,No,22,3,13,6,2,1,4,2,13,13,9,5,Yes
59,Travel_Rarely,Research & Development,30,Life Sciences,Female,Manufacturing Director,5,4984,4,No,14,2,20,3,4,3,4,1,3,1,3,0,No
55,Travel_Frequently,Research & Development,6,Life Sciences,Male,Laboratory Technician,3,15749,7,Yes,15,1,16,3,3,2,2,2,5,5,1,0,No
35,Travel_Rarely,Research & Development,23,Marketing,Female,Research Scientist,2,12682,1,No,21,3,14,2,4,4,1,1,7,7,0,4,No
23,Travel_Frequently,Research & Development,2,Human Resources,Female,Healthcare Representative,4,14413,5,No,13,3,2,5,2,1,2,2,2,0,2,0,Yes
30,Travel_Rarely,Research & Development,19,Life Sciences,Male,Research Scientist,2,15548,3,Yes,15,3,7,3,1,2,1,2,6,5,2,5,No
48,Travel_Frequently,Research & Development,20,Marketing,Male,Research Scientist,2,18075,4,No,21,2,10,0,4,1,1,4,10,2,2,3,No
56,Travel_Frequently,Sales,23,Life Sciences,Male,Manager,3,11275,7,No,12,0,10,3,2,2,2,1,10,2,3,10,No
39,Travel_Rarely,Sales,27,Other,Female,Sales Representative,3,5728,6,No,12,1,8,0,4,4,4,3,0,1,1,0,No
49,Travel_Frequently,Research & Development,11,Human Resources,Female,Healthcare Representative,4,7497,8,No,15,2,9,1,3,2,4,1,1,0,0,0,No
25,Travel_Rarely,Research & Development,15,Other,Female,Healthcare Representative,5,19797,0,Yes,21,0,7,6,1,1,1,1,7,7,1,4,No
35,Travel_Frequently,Sales,24,Technical Degree,Male,Sales Executive,2,12831,2,No,25,3,12,5,3,3,3,2,6,1,4,1,No
32,Travel_Rarely,Research & Development,6,Marketing,Female,Laboratory Technician,2,14710,0,No,22,1,3,2,2,3,3,2,1,1,0,1,No
22,Travel_Rarely,Sales,1,Marketing,Female,Manager,3,17624,1,No,20,2,2,6,3,4,4,1,2,1,1,1,No
32,Non-Travel,Sales,9,Technical Degree,Female,Sales Executive,2,10040,5,No,20,1,3,3,2,2,1,3,3,3,3,2,Yes
30,Non-Travel,Research & Development,4,Technical Degree,Male,Research Scientist,2,11766,5,Yes,16,3,11,3,2,3,2,2,11,7,9,10,Yes
30,Travel_Rarely,Sales,3,Human Resources,Male,Manager,5,14752,5,Yes,12,1,7,5,2,3,1,1,7,3,6,0,Yes
57,Travel_Rarely,Research & Development,4,Life Sciences,Female,Manufacturing Director,5,7375,1,No,22,2,34,1,1,2,4,1,5,4,1,3,No
46,Travel_Rarely,Research & Development,13,Medical,Male,Research Scientist,4,4316,2,Yes,20,3,14,5,3,1,4,3,2,0,2,1,Yes
45,Travel_Rarely,Research & Development,7,Human Resources,Male,Healthcare Representative,2,6636,2,No,12,1,7,0,3,4,3,1,7,1,6,0,No
60,Travel_Rarely,Research & Development,3,Medical,Female,Manufacturing Director,5,6067,8,Yes,12,1,32,5,3,1,2,4,2,0,2,2,No
24,Travel_Rarely,Research & Development,1,Medical,Female,Laboratory Technician,5,4444,6,No,14,0,1,2,1,4,1,2,1,1,0,0,Yes
54,Travel_Frequently,Research & Development,22,Life Sciences,Male,Healthcare Representative,4,8000,8,No,22,3,16,6,3,1,4,2,16,13,13,7,No
32,Travel_Rarely,Sales,14,Marketing,Male,Manager,5,18248,6,No,13,3,12,0,4,2,2,2,12,6,3,8,No
27,Travel_Frequently,Research & Development,4,Other,Male,Manufacturing Director,2,7392,7,Yes,22,0,8,3,2,2,3,2,0,0,0,1,Yes
51,Non-Travel,Human Resources,1,Human Resources,Male,Manager,2,7873,1,Yes,20,1,29,4,4,1,4,3,4,3,4,0,No
53,Travel_Rarely,Research & Development,6,Other,Male,Healthcare Representative,4,18701,5,No,22,3,34,3,2,4,2,3,8,5,5,1,No
49,Travel_Rarely,Research & Development,22,Technical Degree,Female,Laboratory Technician,5,11340,0,No,18,2,30,1,3,2,4,3,1,1,0,1,No
49,Travel_Rarely,Research & Development,9,Human Resources,Female,Healthcare Representative,3,18719,1,No,19,1,19,0,1,1,4,4,5,3,2,1,No
50,Travel_Rarely,Research & Development,25,Marketing,Female,Research Scientist,5,11999,2,No,21,3,5,2,4,2,2,1,5,0,3,0,No
29,Travel_Rarely,Research & Development,9,Human Resources,Male,Laboratory Technician,1,8270,8,Yes,25,1,11,6,3,4,1,1,11,5,0,7,No
55,Travel_Rarely,Research & Development,14,Medical,Female,Manufacturing Director,1,13791,0,No,11,1,5,5,3,4,3,1,5,5,4,3,No
46,Travel_Rarely,Sales,10,Human Resources,Male,Sales Representative,5,15094,4,No,17,3,18,0,2,3,4,1,0,0,1,0,Yes
31,Travel_Rarely,Research & Development,12,Medical,Female,Manufacturing Director,3,16415,4,No,13,0,6,3,1,1,3,1,3,2,1,3,No
46,Travel_Rarely,Research & Development,4,Human Resources,Female,Healthcare Representative,2,6530,5,No,25,3,24,1,1,3,2,4,11,2,2,1,No
42,Travel_Rarely,Research & Development,10,Human Resources,Female,Manufacturing Director,3,18748,3,No,20,3,10,1,4,3,1,1,1,0,1,0,No
52,Travel_Frequently,Research & Development,6,Human Resources,Male,Research Scientist,2,5730,6,No,13,1,12,6,3,3,1,3,12,11,3,12,No
30,Travel_Rarely,Research & Development,18,Human Resources,Female,Laboratory Technician,2,13754,4,No,13,2,7,5,4,2,3,3,7,1,3,6,No
53,Travel_Frequently,Research & Development,30,Life Sciences,Female,Manufacturing Director,5,13409,1,No,15,3,29,2,4,1,3,1,2,1,0,0,Yes
34,Travel_Rarely,Sales,12,Human Resources,Female,Sales Executive,3,6302,4,Yes,24,1,3,2,3,4,2,1,3,3,3,0,No
28,Travel_Rarely,Research & Development,30,Life Sciences,Female,Laboratory Technician,5,19477,1,No,16,1,7,4,2,1,4,2,5,1,5,0,No
